,bricolage,chambre,diamant,décoration,facile,haute,lampe,led,lumière,maison,matériel,mur,noël,pc,peinture,plaît,produit,qualité,résine,toile,category_code
307,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2060
308,0,2,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2060
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
310,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2060
311,0,0,0,2,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,2060
312,0,0,0,3,1,1,0,0,0,0,1,0,13,0,0,1,0,1,0,0,2060
313,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2060
314,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,2060
315,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,2060
316,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2060
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
318,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,2060
319,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,2060
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2060
321,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2060
322,0,2,0,2,0,4,0,0,0,2,1,2,0,0,0,1,0,3,0,0,2060
323,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,2,0,0,0,0,2060
324,0,9,0,3,2,0,5,19,3,0,4,0,3,0,0,0,0,0,0,0,2060
325,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,2060
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
327,3,0,10,0,2,0,0,0,0,0,0,0,0,0,7,6,2,0,3,3,2060
328,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,1,0,0,0,0,2060
329,0,0,0,0,0,0,2,3,3,0,1,0,0,1,0,0,0,0,0,0,2060
330,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2060
331,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2060
332,1,1,0,2,2,1,0,0,0,0,1,2,0,1,0,0,1,2,0,0,2060
333,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2060
334,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2060
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
338,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2060
339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
340,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2060
341,0,0,0,2,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,2060
342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
346,0,0,0,5,0,1,0,0,0,1,1,0,6,0,0,0,0,1,0,0,2060
347,0,0,0,4,1,1,3,3,2,0,0,0,4,0,0,0,1,1,0,0,2060
348,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
350,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,3,2060
351,0,0,0,2,1,1,0,3,1,0,0,0,2,0,0,0,1,0,0,0,2060
352,0,0,0,1,1,0,0,0,0,0,2,3,0,0,0,2,1,0,0,0,2060
353,0,0,0,2,0,1,0,0,0,1,0,0,5,1,0,2,1,1,0,0,2060
354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
355,0,1,0,0,0,0,4,2,0,0,0,0,0,1,0,0,1,0,0,0,2060
356,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2060
357,0,0,0,1,0,1,0,0,0,1,1,0,6,2,0,0,0,0,0,0,2060
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
359,0,0,0,2,0,0,3,2,3,0,1,0,0,0,0,0,1,0,0,0,2060
360,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2060
361,1,0,0,0,1,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,2060
362,0,1,0,0,0,0,6,0,3,0,0,0,1,0,0,0,0,0,0,0,2060
363,0,1,0,1,2,0,0,0,0,2,0,6,0,0,1,3,0,1,0,0,2060
364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
365,3,0,10,0,2,0,0,0,0,0,0,0,0,0,7,6,2,0,3,4,2060
366,0,0,0,0,1,1,2,3,1,1,1,0,0,2,0,0,0,0,0,0,2060
367,5,1,12,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
368,0,1,0,5,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,2060
369,0,0,0,0,0,2,9,4,1,0,1,0,0,0,0,2,0,1,0,0,2060
370,0,0,0,6,0,1,0,0,0,2,1,0,12,2,0,0,1,1,0,0,2060
371,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2060
372,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,2060
373,0,1,0,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,2060
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
376,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2060
377,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,2060
378,4,1,12,4,0,0,0,0,1,2,0,0,0,3,5,0,1,0,6,2,2060
379,0,0,0,2,1,1,0,0,0,1,0,2,1,0,0,1,3,0,0,0,2060
380,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,2,0,1,2060
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
382,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2060
383,0,0,0,0,0,0,9,15,15,0,1,2,0,0,0,7,4,0,0,0,2060
384,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
385,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2060
386,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2060
387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2060
388,0,0,0,0,0,1,2,3,1,0,1,0,2,0,0,0,0,1,0,0,2060
389,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
390,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
391,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2060
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
393,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2060
394,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,2060
395,0,0,0,2,1,1,0,0,0,1,0,2,2,1,0,1,2,1,0,0,2060
396,0,1,0,1,0,1,0,0,2,2,1,0,0,1,0,0,1,0,0,0,2060
397,2,2,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,2060
398,0,0,0,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,2060
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2060
400,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2060
401,5,1,12,2,1,1,0,0,2,0,1,0,0,3,9,1,1,2,5,4,2060
402,0,0,0,5,0,2,0,0,0,0,0,0,8,1,0,0,2,2,0,0,2060
403,1,0,0,0,0,0,4,4,2,1,1,0,0,0,0,0,0,0,0,0,2060
404,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
405,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2060
406,0,0,0,1,0,1,0,0,0,1,1,0,7,1,0,0,0,1,0,0,2060
407,0,0,0,1,0,1,0,0,0,0,1,0,4,1,0,0,0,1,0,0,2060
408,0,1,0,1,1,0,0,0,0,2,1,0,0,1,0,2,1,0,0,0,2060
409,2,0,0,1,1,1,0,0,0,2,1,2,0,0,0,1,0,1,0,0,2060
410,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,2060
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
412,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,1,0,1,0,0,2060
413,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2060
414,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2060
415,0,0,0,0,1,0,2,3,2,0,0,0,0,0,0,0,1,0,0,0,2060
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
417,0,0,0,0,0,1,8,0,9,0,1,0,0,1,0,0,4,0,0,0,2060
418,2,0,0,7,0,3,0,0,0,13,0,0,0,0,0,0,1,2,0,0,2060
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2060
420,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2060
421,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2060
422,0,2,0,0,0,0,7,19,35,0,3,0,0,0,0,0,0,0,0,0,2060
423,0,0,0,4,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,2060
424,5,1,11,2,1,0,0,0,2,0,1,0,0,3,8,1,1,1,5,4,2060
425,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2060
426,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2060
427,0,0,0,4,4,3,0,2,0,4,1,0,0,4,0,0,11,0,0,0,2060
428,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,2060
429,0,0,0,3,1,3,0,0,0,3,1,0,0,0,0,0,4,2,0,0,2060
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2060
432,0,0,0,3,0,1,0,0,1,0,1,0,8,1,0,0,2,1,0,0,2060
433,0,0,0,0,1,1,0,3,6,0,1,0,0,0,0,2,0,1,0,0,2060
434,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2060
435,2,1,24,9,0,1,0,0,1,8,1,0,1,22,13,0,7,0,6,8,2060
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
437,5,1,28,2,1,1,0,0,9,0,1,0,0,21,20,9,7,2,6,12,2060
438,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2060
439,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2060
440,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,1,0,0,2060
441,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2060
442,0,0,0,0,1,0,0,7,4,0,1,0,0,1,0,1,0,0,0,0,2060
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
446,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
447,3,0,8,0,2,0,0,0,0,0,0,0,0,0,6,6,2,0,3,3,2060
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
449,2,1,0,3,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2060
450,0,0,0,0,3,6,1,19,8,0,0,0,2,0,0,3,0,2,0,0,2060
451,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,1,0,0,3,0,2060
452,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2060
453,0,0,0,0,0,2,0,4,1,0,1,0,0,0,0,2,1,1,0,0,2060
454,0,0,0,2,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2060
455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
456,0,0,0,0,0,2,0,9,1,0,0,0,0,0,0,0,0,1,0,0,2060
457,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2060
458,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2060
459,0,0,0,0,0,1,2,5,2,1,1,0,1,0,0,0,1,1,0,0,2060
460,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2060
461,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2060
462,0,2,0,0,0,0,2,1,0,1,0,2,0,1,0,0,0,0,0,0,2060
463,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2060
464,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
465,0,0,0,1,0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,2060
466,9,2,12,1,0,0,0,0,1,3,1,0,0,0,15,2,0,0,3,1,2060
467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
468,0,0,0,0,0,1,0,2,3,0,1,0,0,1,0,0,1,1,0,0,2060
469,2,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2060
470,0,4,0,3,2,0,5,17,3,0,2,0,1,0,0,0,0,0,0,0,2060
471,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
472,3,3,0,1,1,1,0,0,1,1,0,3,0,0,0,0,0,2,0,0,2060
473,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2060
474,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2060
475,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2060
476,0,0,0,8,1,2,2,13,8,1,0,7,5,0,0,9,9,1,0,0,2060
477,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2060
478,0,2,0,1,1,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,2060
479,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
480,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,5,2060
481,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
482,0,0,0,1,0,2,0,5,3,0,0,0,1,0,0,0,0,0,0,0,2060
483,0,3,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2060
484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
485,0,2,0,4,0,2,0,0,1,3,1,1,0,0,2,2,1,2,0,5,2060
486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
487,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2060
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
490,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,2060
491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
492,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2060
493,9,2,13,1,0,0,0,0,1,3,1,0,0,0,16,2,0,0,3,1,2060
494,1,0,0,2,0,4,0,0,1,0,1,1,0,1,1,0,0,2,0,0,2060
495,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,2060
496,0,0,0,2,0,0,0,0,1,1,0,1,8,0,0,0,0,0,0,0,2060
497,0,3,0,0,1,1,2,3,2,0,1,0,0,3,0,1,1,0,0,0,2060
498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2060
499,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
501,0,3,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2060
502,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2060
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
504,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2060
505,0,0,0,2,0,0,2,4,11,0,0,0,0,0,0,1,1,0,0,0,2060
506,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,0,1,0,1,2060
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
509,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,1,0,0,2060
510,0,0,0,2,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,2060
511,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,2060
512,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,2060
513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
514,0,0,0,2,0,0,0,5,0,0,1,0,1,0,0,0,1,0,0,0,2060
515,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2060
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
518,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2060
519,0,0,0,0,1,2,1,6,6,0,0,0,0,0,0,0,0,0,0,0,2060
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2060
521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2060
522,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,1,1,0,0,2060
523,0,3,0,2,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,2060
524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
525,5,1,11,4,1,1,0,0,2,0,1,0,0,0,8,1,1,2,5,5,2060
526,0,1,0,4,0,2,0,0,2,2,1,0,0,1,0,0,1,2,0,0,2060
527,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2060
528,0,2,0,1,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2060
529,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2060
530,0,0,6,1,0,1,0,0,0,1,1,0,0,3,3,0,1,1,0,4,2060
531,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2060
532,0,0,0,0,1,3,4,11,6,0,2,0,0,0,0,4,0,2,0,0,2060
533,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2060
534,0,1,0,2,0,0,0,0,0,0,0,5,0,0,0,3,0,1,0,0,2060
535,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2060
536,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,2060
537,3,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,2060
538,0,0,0,2,0,0,0,3,6,1,1,2,0,0,0,0,0,0,0,0,2060
539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
540,0,2,0,5,0,10,0,0,0,2,3,3,0,0,0,3,0,5,0,0,2060
541,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2060
542,0,0,0,0,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2060
543,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2060
544,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2060
545,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2060
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
547,1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,2060
548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2060
550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
551,2,1,0,0,1,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2060
552,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,2,1,0,0,0,2060
553,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2060
554,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2060
555,0,5,0,3,2,1,0,0,1,2,1,2,0,0,10,3,2,2,0,3,2060
556,5,1,11,4,1,1,0,0,2,0,1,0,0,0,8,1,1,2,5,5,2060
557,0,0,0,0,0,0,3,2,4,0,1,0,0,0,0,0,0,0,0,0,2060
558,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,1,0,1,0,0,2060
559,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2060
560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
561,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,2060
562,0,1,0,0,0,3,6,2,3,1,0,0,0,1,0,0,1,2,0,0,2060
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
564,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
565,0,0,0,1,1,1,3,0,1,0,1,0,6,0,0,1,0,1,0,0,2060
566,1,1,5,0,2,1,0,0,0,0,1,0,0,0,1,0,2,1,1,1,2060
567,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2060
568,3,1,11,1,1,1,0,0,2,0,1,0,0,1,7,1,1,2,5,2,2060
569,0,1,0,1,1,1,0,0,0,2,0,5,0,0,0,3,0,1,0,0,2060
570,0,0,0,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2060
571,0,0,0,5,0,0,0,0,0,1,0,0,6,1,0,1,0,0,0,0,2060
572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2060
573,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
574,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2060
575,0,3,0,4,0,1,0,0,0,0,0,0,6,2,0,0,0,1,0,0,2060
576,3,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2060
577,0,0,0,0,0,2,0,9,4,1,0,0,0,0,0,0,0,1,0,0,2060
578,3,2,0,4,3,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2060
579,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2060
580,0,2,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,2,0,0,2060
581,5,1,11,2,1,1,0,0,2,0,1,0,0,3,8,1,1,2,5,4,2060
582,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
583,1,0,0,3,1,0,0,3,3,2,1,0,0,0,0,0,0,1,0,0,2060
584,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,2,0,0,2060
585,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,2060
586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
587,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,2060
588,1,0,0,5,0,1,0,0,0,0,1,1,3,1,0,0,0,1,0,0,2060
589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
590,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2060
591,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,3,0,0,2060
592,1,3,0,2,1,1,0,0,0,0,1,2,0,0,1,2,0,1,0,0,2060
593,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2060
594,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2060
595,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,2060
596,0,0,0,1,0,1,0,0,1,2,1,0,8,0,0,0,0,1,0,0,2060
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
598,0,0,0,0,0,0,1,6,2,0,0,0,1,0,0,0,0,0,0,0,2060
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2060
601,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2060
602,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2060
603,0,2,0,0,3,0,4,3,2,0,0,0,0,0,1,0,0,0,0,0,2060
604,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2060
605,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2060
606,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,4,0,1,0,0,2060
607,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2060
608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
609,0,1,0,6,0,0,0,0,0,2,1,0,8,0,0,1,0,0,0,0,2060
610,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2060
611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
612,0,1,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,2060
613,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2060
614,0,4,0,1,2,2,0,0,0,0,0,3,0,0,0,1,0,2,0,0,2060
615,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2060
