,canapé,coton,coussin,couverture,décoration,eau,haute,home,housse,lin,matériel,mesure,oreiller,pc,plaît,polyester,qualité,raison,style,taie,category_code
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
308,0,1,2,0,0,2,0,2,0,1,1,0,4,1,0,0,0,1,1,1,1920
309,0,0,0,6,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,1920
310,0,0,1,0,2,2,0,0,0,0,1,1,1,0,1,0,0,3,1,3,1920
311,1,0,0,1,1,0,1,0,0,1,2,2,7,0,1,0,1,0,3,2,1920
312,0,0,3,0,0,1,0,0,1,0,1,1,2,0,1,2,0,2,1,6,1920
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
314,0,1,0,0,0,0,1,0,16,0,0,3,0,0,3,2,1,0,0,15,1920
315,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
316,1,0,2,0,0,0,1,2,0,1,1,1,2,1,2,0,1,0,0,4,1920
317,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1920
318,3,0,3,1,0,0,1,2,3,1,0,1,3,1,2,0,1,0,0,2,1920
319,0,3,4,4,1,0,1,2,1,3,1,0,4,1,0,0,2,0,1,4,1920
320,0,0,3,1,3,0,0,2,1,0,1,0,3,0,0,3,1,2,0,2,1920
321,0,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,2,1920
322,0,1,3,0,0,0,1,0,1,0,1,1,3,1,2,0,1,0,0,4,1920
323,0,3,4,0,0,2,0,2,0,2,1,1,2,0,1,0,0,3,1,1,1920
324,0,1,2,0,0,2,0,2,0,1,1,0,4,1,0,0,0,1,1,1,1920
325,1,1,0,0,4,1,2,0,0,1,1,0,7,1,0,0,2,0,0,3,1920
326,1,1,2,0,0,0,1,2,0,0,0,1,4,1,2,0,1,0,0,3,1920
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
328,0,2,1,1,0,0,1,0,1,1,1,0,4,1,0,1,0,0,0,0,1920
329,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
330,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
331,1,0,7,2,1,0,2,0,2,3,1,0,2,0,0,0,2,0,0,4,1920
332,2,0,2,0,2,1,1,0,0,1,0,0,8,0,3,0,1,4,0,7,1920
333,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1920
334,0,0,2,0,1,0,1,2,0,0,2,0,6,0,1,1,1,2,0,4,1920
335,2,0,2,0,1,0,1,1,0,0,1,1,2,1,2,1,1,0,0,3,1920
336,1,0,2,0,0,0,1,2,0,1,1,1,2,1,2,0,1,0,0,4,1920
337,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1920
338,3,0,3,1,2,0,1,0,0,1,0,1,2,1,2,0,1,0,0,3,1920
339,1,0,2,0,0,0,0,2,0,0,0,1,5,1,2,0,0,0,0,4,1920
340,3,0,2,0,0,0,1,0,0,0,1,1,6,1,2,0,1,0,0,2,1920
341,3,0,1,0,1,0,1,0,0,2,2,2,5,1,1,0,1,0,3,3,1920
342,7,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1920
343,4,0,2,1,2,0,0,2,2,2,2,6,11,4,3,0,0,0,3,6,1920
344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
345,3,0,3,1,0,0,1,2,3,1,0,1,3,1,2,0,1,0,0,2,1920
346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
347,2,0,2,2,0,0,1,2,0,1,1,1,2,1,2,0,1,0,0,3,1920
348,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1920
349,3,0,3,1,0,0,1,0,0,0,1,1,2,1,2,0,0,0,0,2,1920
350,1,1,5,1,0,0,1,0,2,2,1,0,3,0,0,0,1,0,0,4,1920
351,3,0,3,1,2,0,1,0,0,1,0,1,0,1,2,0,1,0,0,3,1920
352,2,0,3,0,1,0,1,0,1,1,2,2,6,1,1,0,1,0,3,1,1920
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
355,2,0,5,0,2,0,1,1,0,1,0,0,9,0,3,0,1,4,0,7,1920
356,2,0,2,2,2,0,1,0,0,1,0,1,2,1,2,0,1,0,0,2,1920
357,2,0,2,0,0,0,1,2,0,0,1,0,1,0,1,3,1,0,0,1,1920
358,3,0,2,0,0,0,0,2,0,0,1,0,3,1,1,0,0,0,0,4,1920
359,0,1,2,0,2,2,0,0,2,1,1,1,3,0,1,0,0,3,3,3,1920
360,2,3,2,0,1,0,0,1,0,1,1,1,2,1,2,0,0,0,1,4,1920
361,1,0,0,1,2,7,8,0,0,0,1,3,0,0,3,1,5,0,0,0,1920
362,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
363,0,0,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1920
364,0,0,2,0,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,4,1920
365,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1920
366,2,1,4,1,0,0,1,0,0,1,1,1,2,0,2,0,1,0,0,2,1920
367,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1920
368,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1920
369,3,0,3,1,0,0,1,2,3,1,0,1,1,1,2,0,1,0,0,2,1920
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
371,3,0,2,1,0,0,0,2,0,1,1,1,5,1,2,0,0,0,0,4,1920
372,0,0,3,0,0,2,0,2,0,1,1,1,3,0,1,0,0,3,1,3,1920
373,3,0,3,0,1,0,1,0,0,1,2,2,3,0,1,0,1,0,3,0,1920
374,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,1920
375,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1920
376,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1920
377,0,6,0,0,0,2,0,0,9,0,0,0,2,0,0,0,1,0,0,4,1920
378,0,5,0,0,0,3,0,0,4,0,0,0,0,0,0,8,1,0,0,0,1920
379,0,1,6,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1920
380,0,0,0,0,1,1,2,0,0,0,1,0,0,2,0,0,2,0,0,0,1920
381,2,0,2,0,1,2,1,2,0,0,2,0,5,0,1,3,1,2,0,6,1920
382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920
383,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
384,2,0,3,0,2,1,1,0,0,0,1,0,11,0,3,0,1,4,2,7,1920
385,0,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,5,1920
386,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1920
387,1,0,2,0,3,0,1,0,0,1,2,2,6,0,1,0,1,0,3,3,1920
388,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,6,1920
389,2,3,2,0,1,0,1,1,0,3,1,1,2,1,2,0,1,0,1,2,1920
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
391,0,6,0,0,0,2,0,0,9,0,0,0,2,0,0,0,1,0,0,4,1920
392,5,1,2,2,3,1,0,0,0,2,0,1,5,0,2,0,0,0,0,2,1920
393,2,0,3,0,3,1,1,0,1,0,1,0,12,0,3,0,1,4,0,8,1920
394,0,1,2,0,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,4,1920
395,3,0,4,0,0,0,1,2,0,3,0,1,2,1,2,0,1,0,0,2,1920
396,0,0,0,0,0,2,1,0,9,0,0,1,7,0,1,2,1,1,0,7,1920
397,3,0,2,1,0,0,1,2,1,3,0,1,3,1,2,0,1,0,0,4,1920
398,0,2,2,0,0,2,0,2,0,1,1,0,2,1,0,0,0,1,1,1,1920
399,0,1,2,2,0,2,0,0,0,1,1,1,2,0,1,0,0,3,1,3,1920
400,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1920
401,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
402,2,0,2,0,0,2,0,2,0,0,1,0,1,0,1,3,0,0,0,4,1920
403,2,0,1,0,2,0,0,0,3,1,0,1,3,1,1,1,0,0,0,1,1920
404,1,0,2,0,1,0,1,2,0,0,1,0,2,0,1,0,1,1,0,3,1920
405,1,0,2,0,1,0,1,0,0,1,2,2,6,1,1,0,1,0,3,3,1920
406,3,0,2,2,0,0,1,2,0,0,1,1,5,1,2,0,1,0,0,4,1920
407,0,1,2,0,1,2,1,1,0,1,0,1,3,1,2,0,1,0,0,1,1920
408,2,0,3,0,3,1,1,0,1,0,1,0,12,0,3,0,1,4,0,8,1920
409,3,0,3,1,0,0,1,2,3,1,0,1,3,1,2,0,1,0,0,2,1920
410,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
412,0,3,3,1,0,2,0,0,0,3,1,1,3,0,1,0,0,3,1,3,1920
413,1,0,2,0,1,0,0,0,1,1,2,2,6,1,1,0,0,0,3,2,1920
414,3,1,3,0,2,0,0,3,0,1,1,0,2,0,1,0,0,2,2,5,1920
415,0,1,2,0,0,0,1,2,0,1,0,1,0,1,2,0,1,0,0,3,1920
416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
417,2,0,3,0,1,0,1,2,0,0,2,0,5,0,1,1,1,2,0,1,1920
418,2,0,2,2,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,1920
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
420,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1920
421,4,0,2,2,3,0,1,1,0,1,0,1,3,1,2,0,1,0,0,3,1920
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
423,1,0,8,3,1,0,2,0,3,1,1,0,2,0,0,0,2,0,0,3,1920
424,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
425,2,3,5,1,0,0,0,0,0,1,1,1,4,0,1,0,0,3,2,4,1920
426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
427,1,0,4,2,1,0,1,0,0,0,0,0,2,0,1,1,1,2,0,4,1920
428,2,0,3,0,2,2,0,0,0,0,1,1,1,0,1,0,0,3,1,3,1920
429,2,3,2,0,1,0,1,1,0,3,1,1,2,1,2,0,1,0,1,2,1920
430,4,0,2,0,3,1,1,0,0,0,1,0,13,0,3,0,1,4,2,8,1920
431,0,0,3,2,0,1,0,0,0,0,1,1,1,0,1,0,0,2,1,3,1920
432,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,2,0,1920
433,0,1,4,0,0,0,0,0,2,1,1,1,0,0,1,0,0,3,1,3,1920
434,2,1,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,3,1,1920
435,2,1,4,1,0,0,1,0,0,1,1,1,2,0,2,0,1,0,0,2,1920
436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
437,1,2,1,0,0,0,1,0,1,0,1,0,3,0,1,0,1,0,0,4,1920
438,1,1,6,2,0,0,1,0,1,0,1,0,5,0,0,0,1,0,1,1,1920
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
440,1,0,3,0,5,0,1,0,0,0,2,0,6,0,1,0,1,2,1,4,1920
441,0,1,3,2,0,2,0,0,0,1,1,1,3,0,1,0,0,3,1,3,1920
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
443,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1920
444,0,1,2,0,1,2,1,1,0,1,0,1,3,1,2,0,1,0,0,2,1920
445,3,2,2,0,0,0,1,2,0,3,0,1,4,1,2,0,1,0,0,1,1920
446,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1920
447,0,0,5,1,1,0,1,1,2,0,1,0,3,0,1,0,1,0,1,2,1920
448,3,0,2,2,2,0,1,0,0,0,1,1,4,1,2,1,1,0,0,3,1920
449,1,0,2,0,0,2,0,2,0,1,1,0,4,1,0,0,0,1,1,1,1920
450,0,1,2,0,0,2,0,2,0,1,1,0,3,1,0,0,0,1,1,1,1920
451,1,0,0,2,5,3,6,1,0,0,1,0,0,0,1,2,3,1,0,0,1920
452,2,0,2,0,0,0,1,2,0,0,1,2,0,0,2,1,1,1,1,3,1920
453,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1920
454,2,3,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
455,1,3,5,3,1,0,1,0,3,3,1,0,1,0,0,0,1,0,0,2,1920
456,0,0,3,0,0,2,0,2,1,1,1,0,5,1,0,0,0,1,1,3,1920
457,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1920
458,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1920
459,2,0,2,0,0,1,0,2,0,1,0,0,4,1,2,0,0,1,1,4,1920
460,1,0,6,0,0,0,1,2,2,2,0,1,1,1,2,0,1,0,0,1,1920
461,1,0,1,0,1,2,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1920
462,0,0,4,0,0,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,1920
463,1,0,0,0,1,0,0,0,0,1,2,2,12,1,1,0,0,0,3,7,1920
464,0,2,2,0,0,2,0,2,0,1,1,0,2,1,0,0,0,1,1,1,1920
465,2,0,1,0,1,0,0,0,3,1,0,1,3,1,0,0,0,0,0,1,1920
466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1920
467,2,0,3,0,0,1,0,2,0,0,1,1,3,0,1,2,0,2,1,3,1920
468,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1920
469,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1920
470,3,0,2,1,0,0,1,2,0,0,1,1,2,1,2,1,1,0,0,3,1920
471,3,0,2,0,0,0,0,2,0,1,1,1,6,1,2,0,0,0,0,5,1920
472,1,0,2,0,2,0,1,0,0,1,2,2,4,0,1,0,1,0,3,2,1920
473,0,3,0,0,1,0,2,0,6,0,1,0,1,0,0,0,3,0,1,3,1920
474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
475,1,0,0,0,0,0,1,0,0,0,0,1,3,1,2,0,0,0,0,6,1920
476,2,0,2,2,1,0,1,1,0,0,1,1,4,1,2,0,1,0,0,4,1920
477,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,6,1920
478,2,0,2,1,1,0,1,0,0,1,0,1,3,1,2,0,1,0,0,2,1920
479,0,1,2,1,0,2,0,0,0,1,1,1,3,0,1,0,0,3,1,3,1920
480,0,1,2,0,0,2,0,2,0,0,1,0,6,0,0,0,0,1,1,1,1920
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1920
483,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1920
484,0,0,1,0,0,2,0,1,0,1,1,1,1,0,1,0,0,3,1,3,1920
485,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1920
486,0,1,4,1,0,0,2,0,3,1,0,0,3,0,0,0,2,0,0,1,1920
487,1,0,5,0,0,0,1,2,1,1,0,1,1,1,2,0,1,0,0,1,1920
488,1,0,3,0,0,0,1,2,0,1,0,1,5,1,2,0,1,0,0,3,1920
489,1,0,2,0,0,2,0,0,0,0,1,1,1,0,1,0,0,3,1,3,1920
490,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1920
491,2,0,2,0,0,2,0,2,0,0,1,0,1,0,1,3,0,0,0,3,1920
492,1,0,2,0,1,0,0,0,1,1,2,2,6,1,1,0,0,0,3,2,1920
493,0,0,2,1,2,2,1,1,0,0,2,0,5,0,1,3,1,2,0,5,1920
494,2,2,2,0,2,0,1,0,0,3,0,1,2,1,2,0,1,0,0,4,1920
495,3,0,2,1,2,0,1,0,0,1,0,1,4,1,2,0,1,0,0,2,1920
496,0,1,0,0,0,2,0,0,0,0,1,0,2,1,0,0,0,1,1,5,1920
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
499,3,1,2,0,0,1,1,2,0,0,0,0,2,1,1,0,1,1,0,4,1920
500,1,0,2,0,0,0,0,2,0,1,0,1,3,1,2,0,0,0,0,4,1920
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
502,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1920
503,2,0,2,2,2,0,1,0,0,0,1,1,2,0,2,1,1,0,0,1,1920
504,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
505,3,0,4,0,2,0,0,1,0,1,2,1,4,1,0,0,0,0,3,3,1920
506,2,0,2,0,0,2,0,2,0,0,1,0,1,1,1,3,0,0,0,3,1920
507,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,3,2,1920
508,0,0,0,0,1,2,0,0,0,0,1,1,2,0,1,0,0,3,1,3,1920
509,2,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1920
510,2,2,2,0,0,2,1,2,0,3,1,0,0,1,1,0,0,0,0,3,1920
511,0,1,2,0,1,0,1,2,0,1,1,0,2,0,1,0,1,1,0,3,1920
512,0,3,0,2,0,1,0,0,8,0,1,1,1,0,6,1,0,1,2,7,1920
513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
514,0,0,3,0,0,2,0,2,0,3,1,1,4,0,1,0,0,3,1,2,1920
515,3,0,2,2,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,3,1920
516,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,1,1920
517,0,1,2,0,0,2,0,2,0,1,1,0,4,1,0,0,0,1,1,1,1920
518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920
519,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1920
520,1,0,3,0,5,0,1,0,0,0,2,0,6,0,1,0,1,2,1,4,1920
521,2,0,2,0,1,2,1,2,0,0,2,0,4,0,1,3,1,2,0,5,1920
522,3,0,3,1,0,0,1,2,3,1,0,1,3,1,2,0,1,0,0,2,1920
523,2,0,3,2,1,0,1,2,0,0,2,0,6,0,1,3,1,2,0,4,1920
524,1,0,2,0,2,0,0,2,0,0,1,0,2,0,1,2,1,2,1,4,1920
525,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1920
526,1,0,1,0,0,2,0,0,0,0,1,1,2,0,1,0,0,3,1,3,1920
527,2,1,2,2,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,3,1920
528,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1920
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
531,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,6,1920
532,0,0,2,0,0,0,0,2,0,1,1,0,3,1,0,0,0,1,1,1,1920
533,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1920
534,5,1,2,2,3,1,0,0,0,2,0,1,5,0,2,0,0,0,0,2,1920
535,1,0,2,0,2,0,1,0,0,1,2,2,4,0,1,0,1,0,3,2,1920
536,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1920
537,2,3,3,0,0,2,0,2,0,1,1,1,1,0,1,0,0,3,1,3,1920
538,0,1,2,0,0,2,0,2,0,2,1,0,3,1,0,0,0,1,1,1,1920
539,0,0,0,0,0,0,1,2,0,0,1,4,0,1,3,0,1,3,0,0,1920
540,0,1,1,0,0,2,0,0,0,1,1,1,3,0,1,0,0,3,1,3,1920
541,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
542,3,0,4,0,2,0,1,0,0,1,0,1,3,1,2,0,1,0,0,4,1920
543,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1920
544,0,1,2,0,0,2,0,2,0,0,1,0,6,0,0,0,0,1,1,1,1920
545,2,0,2,1,0,2,0,1,0,0,0,1,3,1,2,1,0,0,0,3,1920
546,1,0,1,0,1,0,1,0,1,1,0,1,2,1,0,0,1,0,0,1,1920
547,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1920
548,2,0,2,0,0,2,0,2,0,0,1,0,2,1,1,3,0,0,0,4,1920
549,2,0,4,0,1,0,1,0,1,1,2,2,6,1,1,0,1,0,3,0,1920
550,1,0,2,0,2,0,1,0,0,1,2,2,2,0,1,0,1,0,3,2,1920
551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
552,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1920
553,0,2,3,0,1,0,1,1,0,0,1,2,0,0,2,1,1,1,1,1,1920
554,0,0,3,2,0,1,0,0,0,0,0,1,1,0,1,0,0,2,1,3,1920
555,1,0,3,0,0,0,1,2,0,1,1,1,3,1,2,1,1,0,0,4,1920
556,2,2,3,0,0,2,0,2,0,0,1,1,2,0,1,0,0,3,1,3,1920
557,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1920
558,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1920
559,1,0,2,0,2,0,1,0,0,1,2,2,3,1,1,0,1,0,5,3,1920
560,0,2,2,0,0,2,1,2,0,3,1,0,0,1,1,0,1,0,0,4,1920
561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1920
562,1,0,2,0,0,2,0,2,0,1,1,0,5,1,0,0,0,1,1,4,1920
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1920
564,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1920
565,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1920
566,3,0,3,0,1,0,1,0,0,0,2,2,3,0,1,0,1,0,3,0,1920
567,0,0,4,1,2,0,1,0,0,0,1,1,2,1,2,0,1,0,0,2,1920
568,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1920
569,3,0,4,0,0,0,1,0,2,1,0,1,2,1,2,0,1,0,0,2,1920
570,1,0,4,2,2,0,1,0,0,0,0,0,2,0,1,1,1,2,0,4,1920
571,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,4,1,0,0,0,1920
572,2,1,2,2,0,2,0,0,0,0,1,0,2,1,0,0,0,1,1,3,1920
573,2,0,4,0,1,0,1,0,1,1,2,2,6,1,1,0,1,0,3,0,1920
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
575,0,0,0,0,1,3,5,0,0,0,4,0,0,0,0,0,5,0,3,0,1920
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
577,1,0,2,0,2,2,1,0,0,0,1,1,3,1,2,0,1,1,0,1,1920
578,0,0,1,0,1,0,1,1,1,0,1,1,4,1,2,0,1,0,0,4,1920
579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
580,0,1,3,0,0,2,0,0,2,1,1,1,2,0,1,0,0,3,1,3,1920
581,3,1,2,2,1,0,1,0,0,0,2,2,8,0,1,0,1,0,3,4,1920
582,2,1,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,3,1920
583,0,0,5,1,1,0,1,0,2,0,0,0,3,0,1,1,1,0,1,3,1920
584,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1920
585,0,2,4,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,2,1920
586,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,0,1920
587,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1920
588,3,0,3,1,0,0,1,2,3,1,0,1,3,1,2,0,1,0,0,2,1920
589,1,0,3,0,0,0,1,2,0,1,0,1,2,1,2,0,1,0,0,3,1920
590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
591,3,0,4,1,2,0,1,0,0,0,0,1,3,1,2,0,0,0,0,2,1920
592,1,0,3,0,2,0,2,1,0,0,2,2,1,1,1,0,2,0,3,3,1920
593,0,1,2,0,0,2,0,2,0,1,0,1,4,1,2,0,0,0,0,1,1920
594,1,0,2,0,0,0,1,2,0,1,0,1,4,1,2,0,1,0,0,2,1920
595,0,0,2,0,0,1,0,2,0,0,1,0,3,1,1,1,0,0,0,3,1920
596,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1920
597,0,1,3,1,0,2,0,0,0,1,1,1,3,0,1,0,0,3,1,3,1920
598,0,3,2,0,2,1,1,0,0,2,1,1,4,1,2,0,1,0,1,3,1920
599,3,0,3,2,1,0,1,1,0,1,2,2,6,2,1,0,1,0,3,2,1920
600,4,0,2,3,4,0,0,0,0,2,2,6,11,4,3,0,0,0,3,4,1920
601,0,1,2,0,0,2,1,2,0,1,0,1,4,1,2,0,1,0,0,2,1920
602,0,2,7,0,0,0,1,0,4,0,1,0,0,0,0,2,1,0,0,0,1920
603,0,1,0,1,1,0,2,0,1,0,1,0,0,0,0,1,2,0,1,3,1920
604,2,0,2,0,0,0,1,2,0,1,0,1,4,1,2,0,1,0,0,2,1920
605,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1920
606,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1920
607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1920
608,1,3,4,2,2,0,1,0,3,2,1,0,2,0,0,0,1,0,0,3,1920
609,1,0,0,0,1,0,0,0,0,1,2,2,11,1,1,0,0,0,3,6,1920
610,1,0,2,0,2,0,1,0,0,1,2,2,5,0,1,0,1,0,3,2,1920
611,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1920
612,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,1920
613,2,0,2,2,1,1,0,0,0,1,1,2,6,1,1,0,0,0,0,2,1920
614,1,2,3,1,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,1,1920
615,0,2,4,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,2,1920
